text,source,language,sentiment_label,sentiment_score
Apna fighter jets ki bhii bat kryna sir😂 ab tu Apke apna India Sy videos Aya gyi😂,youtube,id,NEGATIVE,0.3086107075214386
6-0,youtube,unknown,POSITIVE,0.5014511942863464
😂😂😂 What about white flag 😜,youtube,en,POSITIVE,0.32040849328041077
Bhai tora jhot bolna band kro Jo sch hai Wohi bolna jhoty 😂😂😂,youtube,sk,NEGATIVE,0.258063405752182
😂😂5 Rafael loday lagadia Pakistan ne😂😂😂😢😢😢😂😂😂😂😂😅,youtube,id,NEUTRAL,0.23901061713695526
Or ab ka sonao ksy h zakham 😂😂😂,youtube,tl,NEUTRAL,0.27790364623069763
ek chuki ka sindoor ka kimat tu kya jano Ramesh Babu 😂,youtube,sw,NEGATIVE,0.2583828866481781
Ye koi atangbadi ade nhi hi ye hamari masjid this jisko tum ne barbad Kia hum hamla Karen tumhare Mandir pr?,youtube,id,NEGATIVE,0.5164122581481934
"Bharat Mata ki Jay 
Bharat Mata ki Jay 
Bharat Mata ki Jay",youtube,id,NEGATIVE,0.30417391657829285
apki gov hi apko marti h maan jao or ilzam hum pr lga daity ho or jeha apny attack kiya weha inocent people were live,youtube,hr,NEGATIVE,0.5677486062049866
Bary bigarat ho itna pitaiii karwany ky bad bhi Pakistan ka nam esy kehti ho😂😂😂,youtube,tl,NEGATIVE,0.45526400208473206
Seriously u attacked on civillians there is no any army or terror territory shame on u,youtube,en,NEGATIVE,0.8589044809341431
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,youtube,unknown,POSITIVE,0.3085777759552002
Aya na oont pharh ke neche 😂😂 kesa Laga hamara mazaq gooos ke mara apnii Marzi se 🎉suahagratt hum ne manaya sindoor to Tum ne lagaya😂,youtube,tl,NEGATIVE,0.49608314037323
Operation tandoooor,youtube,nl,POSITIVE,0.29632794857025146
Shame on you that you are blaming pakistan .in you operation sindoor and killed innocent children in parachinar and killed women shame on you,youtube,en,NEGATIVE,0.8197228908538818
😂😂😂😂😂😂😂😂😂😂😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
Lol😂😂😂😂😂😂,youtube,it,POSITIVE,0.3085777759552002
❤❤😅😅😅,youtube,unknown,POSITIVE,0.3085777759552002
😂😂itna jhoot I'm from Pakistan or aisa Kuch ni hua yahn 😂 koi lashein nhi Hain yahn,youtube,id,NEGATIVE,0.6227144598960876
"I Thought Sirf Indian News Channel Hi CHAWAL LOGON SE BHARY HAIN 

Nahi Nahi, Is Tarhan K Parhy Likhy Log Bhi Niry Chawal Hain...
NICE",youtube,en,NEUTRAL,0.2892135977745056
now one word about my nation and ur doomed,youtube,en,NEGATIVE,0.7345064282417297
Jai hind❤🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,youtube,unknown,POSITIVE,0.28547024726867676
"Kali youg💯💯, কৃষ্ণ, কৃষ্ণ",youtube,bn,POSITIVE,0.47771528363227844
Innocent logon ko mar kr un ko terrorist ka nam dy rahy ho ap k pass tu koe right information he nahi h jhot bol kr views bhada rahy ho sharam kro or apna information ko correct resources se correct kro.,youtube,en,NEGATIVE,0.8002109527587891
Pak zendabad,youtube,hu,NEUTRAL,0.26081177592277527
5,youtube,unknown,POSITIVE,0.690331220626831
फेक वीडियो बनाकर लोगों के अंदर क्या जताना चाहते हैं देश का युवाजाग चुका है एडिटिंग वीडियो दिखाना बंद करो ठीक,youtube,hi,NEGATIVE,0.42555829882621765
https://youtube.com/shorts/MLxjUfrwLXY?si=dyRU5GpySHsMyqxc,youtube,unknown,NEGATIVE,0.26046207547187805
Aby lorry 😂😂😂😂😂,youtube,en,POSITIVE,0.39362016320228577
O bhi kon si dunni ma je rhay  ho kya ap ko ni pata ky pakistan ny india ky sab tayary or droon ko gira dia ha pakistan har waqt india sy agay hi rata ha. sudro tum log hamy na sikhao tum jasy logo sy koi ni darta pakistan zindaba,youtube,tl,NEGATIVE,0.4661747217178345
Bachy modi sy kitny paisy khaye hain bkwas krny k😂😂😂😂😂😂,youtube,tl,NEUTRAL,0.29600802063941956
Who Bande mar diye kay jo 28 logo ko mara hai 😢,youtube,so,NEGATIVE,0.46418309211730957
5 plane mar graya 😂😂😂😂😂😂😂😂😂,youtube,tr,POSITIVE,0.44579342007637024
Bharat army ki jai,youtube,fi,POSITIVE,0.24759863317012787
What about your Rafal s 😂😂😂😂 tell Modi,youtube,en,POSITIVE,0.31931498646736145
5 tyare maar giraye india k 😂😂😂😂,youtube,tr,NEGATIVE,0.26575806736946106
है हिंद,youtube,hi,NEGATIVE,0.29602792859077454
Itna b jhot nhi bolna chahiyaaaa hamly ki wajy hy log mary hy sharam nhi ati tujy jhoot bolty huwy 🤬,youtube,so,NEGATIVE,0.39132964611053467
S400 3 rafal total 5 jeet tabah maza agia India rone lag gia,youtube,id,NEGATIVE,0.5911405086517334
Just wait and watch 😂😂😂😂 loro das,youtube,en,POSITIVE,0.3692331612110138
Hahahahahahahahah 😂😂😂😂😂😂,youtube,so,NEUTRAL,0.2446591556072235
Heheheh😂,youtube,de,POSITIVE,0.3085777759552002
Tumse ye umeed nh thi mr i was watching you but you prove genetic is genetic your country doesn't have any single evidence about Pakistan but you prevail the hate as an average indian 😅,youtube,en,NEGATIVE,0.377544641494751
😂😂😂😂😂😂😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂😂😂😂😂😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
100% worng,youtube,af,POSITIVE,0.7939769625663757
"Ap ka chennel bht shoq se dekhta tha but abhi nafret ho gai hai jhoot ,jhoot jhoot bs jhoot hi hai",youtube,en,NEGATIVE,0.3439278304576874
Jay hind ke bachho tumhara rafel aur headquarters tabah kar diya use bhi news me dikhao Godi media 😂,youtube,id,NEGATIVE,0.35092872381210327
15,youtube,unknown,POSITIVE,0.3075465261936188
Hi,youtube,nl,POSITIVE,0.23648659884929657
5 jets gae 😂,youtube,hr,POSITIVE,0.5126712322235107
😂😂😂😂😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂😂😂😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
Are yaar Tumhari roti nhi pachti kya hindu muslim kare bager are bhai unhone hidustaniyon ko mara h hamare bhaiyo ko,youtube,sw,NEGATIVE,0.5575621128082275
zameen me phasad mt kro zaror jahnm me jao gy,youtube,sl,NEGATIVE,0.2890613079071045
Hindustan nhi Bharat ya India Bolo,youtube,id,NEGATIVE,0.2972860038280487
Itna jhoot kaise bol lethe😂,youtube,et,NEUTRAL,0.2703934907913208
Bht Bada ka naam par is side b Muslims ur kashmiri ko mara jaraha hei ur us side b  0:11,youtube,et,NEGATIVE,0.5284669399261475
मतलब कुछ भी 😂😂😂,youtube,hi,NEUTRAL,0.37735992670059204
Tm logo ki btao py bs hasi ati hai tm logo jaa bewaqof koi nhi apni media k hatho or apni government k😂😂😂😂,youtube,sl,NEGATIVE,0.4558435380458832
bhai pehle apny jahazon ka to bata do jo pakistan airforce ney down kiye han,youtube,id,NEGATIVE,0.344656378030777
Hahahahahahahah i am Pakistani aur yah jhooth hai main to rahti hun aur vah mujhe Garv hai ke main Pakistani hun aur yah jhooth ha chil ne China ne aapse aapka India to le liya hai aadha jismein mashhur shahar Delhi bhi maujud hai,youtube,id,NEGATIVE,0.5474534034729004
Godi Media😂😂😂😂😂😂😂😂,youtube,cy,POSITIVE,0.45670363306999207
AP bokhla Gai hai Kiya kyon sachai se moon pheer the ho 6 jets yaad NAHI hai 😂😂😂😂,youtube,so,NEGATIVE,0.38016873598098755
بیٹا تمھارا کیا حال ہے,youtube,ur,POSITIVE,0.2928674817085266
😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
Modi 😊,youtube,it,POSITIVE,0.4523797929286957
Tumhare liye pak army 🪖 ne amawas ki raat bnadiii😅😅😅😅😅😅,youtube,so,NEGATIVE,0.32335811853408813
And I am from Pakistan zindabad,youtube,sv,NEGATIVE,0.4101463556289673
Pakistan bataygaa betaa tum sabar karo zara,youtube,id,NEGATIVE,0.43489912152290344
"India😂😂
Wake up to realty",youtube,en,POSITIVE,0.2704116404056549
It's your fault😅😅😅😂,youtube,en,POSITIVE,0.5605574250221252
Kon attangwadi h kon nahi isska to faisla jald hi hujyga baqi tm apnii kch likes k chakkar mein yahan mazeed call controversy na phelao.,youtube,id,NEGATIVE,0.4519466161727905
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
Ab Pakistan vidhwa operation start kr raha ha pak army zindaabad Pakistan zindaabad,youtube,id,NEGATIVE,0.34092381596565247
Indian media jhoota h,youtube,id,NEUTRAL,0.23941591382026672
Koi samjho election hai,youtube,en,POSITIVE,0.25347062945365906
Wait wait what but we destroy your aircartf where is that going,youtube,en,NEGATIVE,0.6179489493370056
😊0😊,youtube,unknown,POSITIVE,0.3085777759552002
"चीटिंग करता है,, पहले पानी बंद करते हो,, बाद में आग लगाते हो",youtube,hi,NEUTRAL,0.32410314679145813
Bharat mata ki jay 🫡🫡,youtube,id,NEGATIVE,0.25963810086250305
jhot hum to zinda ha  OOO sorry zinda hani jinda,youtube,sw,NEGATIVE,0.6256272792816162
Himat ap logon m h nhi raat ki tareeki main hmla krty ho or krty b hmari muqadas muqamat p talib ilmo p or gadhy nam dyty hain unhe deshatdardon ka bewaqoof qooom ho ap in Shaa ALLAH ye history main likha jay ga 😂,youtube,so,NEGATIVE,0.34268540143966675
Indian media i such a joke Pakistan Zindabad 🇵🇰🇵🇰,youtube,id,NEGATIVE,0.8305912017822266
Acha😂😂😂😂,youtube,en,POSITIVE,0.3085777759552002
Gg or hAm Pakistani ab kabr me beth kr tmhri video dykh ray😂 tobah hy kitnaaa jhoth bolta hy indian modi godi media,youtube,id,NEGATIVE,0.540352463722229
Wapis mai hamara jawab bhe dekh lejeye inshallah. Hame kamzor math samjho behta 10 mint ke andhar amdhar India ko rak banadege,youtube,id,NEGATIVE,0.5599977374076843
We can't be die bcz the power of ALLAH is with us u losers,youtube,en,NEGATIVE,0.550152599811554
Abe chal Pakistan zindabad 🇵🇰,youtube,id,NEGATIVE,0.29076093435287476
3 rafai 2other jets,youtube,hr,NEUTRAL,0.25967204570770264
"Aap Kai pass suboot ka hai pahal gam nai Keya hai
Agar Pakistan nai Kiya too Indian check posts kuu utaya ka khud marte hoo oor alzaam kase par",youtube,id,NEGATIVE,0.4595414400100708
Sindoor operation fail ho gaya,youtube,en,NEGATIVE,0.5724707245826721
Ab pakistan ka nam or nishan hatao,youtube,tl,NEGATIVE,0.5400323867797852
What an acting for views digital terrorist jo views k liye logon ma nafrat flaty han sham on you.,youtube,en,NEGATIVE,0.5819969773292542
Leken America madhasta  kio ki president   us Tram bijome  kio yae sej fire korte hain America bijomain  nahi aana chahiye tha. Jab America main Laden ne Newyak bom brast kiya tha tub tu Laden ko Pakistan main ya kor Laden ko mardhala.esi samay main Bharat sabbas bole tha.lekin abPresident Tram madhasta tha kor ke size fire kioki. Am logone manta nahi. Bharat senasabi  ko hajaro selot korta hu.jai Bharat mata ki jai  jai hind Jai Shree Ram.,youtube,id,NEGATIVE,0.6120321154594421
😂😂😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
Modi ji ki jai,youtube,sw,POSITIVE,0.27487680315971375
Modi ji ki jai,youtube,sw,POSITIVE,0.27487680315971375
😅😅😅😅,youtube,unknown,POSITIVE,0.3085777759552002
Apky Rafael Pakistani qbar m ha as an example and 😂,youtube,en,POSITIVE,0.40370625257492065
Apky Rafael Pakistani qbar m ha as an example and 😂,youtube,en,POSITIVE,0.40370625257492065
😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
Kitni bakwas kr rha ye admi.😂,youtube,sw,NEUTRAL,0.2732481062412262
Pakistan zinda bad,youtube,tr,NEGATIVE,0.6617432832717896
pakistan jo karne wala kisi ko nai pata ha brooo,youtube,sw,NEGATIVE,0.4466566741466522
India 😂😂😂😂😂😂😂😂😂😂,youtube,id,POSITIVE,0.2761535942554474
Ab Pakistan ki trf se operation suhagrat k liye tyr rehna,youtube,id,NEGATIVE,0.3781316578388214
jouth ki intaha hoti h yaha to koi nuksan ni huya,youtube,fi,NEGATIVE,0.41745641827583313
Hramgur Hindu,youtube,id,POSITIVE,0.27929776906967163
😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
Gshti ka bcha jhooti jhankari de rha ha 😂,youtube,so,NEGATIVE,0.24951356649398804
Apko Kesse pata ye sab Pakistan ne kia,youtube,fi,NEGATIVE,0.36304259300231934
😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
Tm log maanty Q nhi scha Q nhi btaty 😂😂😂😂,youtube,vi,NEGATIVE,0.2931375205516815
😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
aba itna sach ha nahi jitna tu joht bolraha ha tu doono country ka peace ko thod raha hai pakistan na tara 5 rafala jet plian udadiya w b to bol na,youtube,id,NEGATIVE,0.45627450942993164
Hahaha Indian media ktna jhoot bolta hai ap logo ko koi sharm nahi ati yar,youtube,id,NEGATIVE,0.4911727011203766
Bacha lo😂😂,youtube,vi,NEUTRAL,0.2754042446613312
Operation sindoor to widwa ho gia jo tum logo ka hasr nashr kiya yar rkho sari zindgi is liye tum log bukla gy,youtube,tl,NEGATIVE,0.38053399324417114
Fake new newz aaisa kuch nhi hai 😂,youtube,sw,NEGATIVE,0.6215319037437439
In ki apni hi dunya chal Rahi ha,youtube,sw,POSITIVE,0.3034237027168274
@ hahahahahhahahahhaha schi bht pgl log hai ya movies sy bhir hi nhi aa rahy,youtube,so,NEGATIVE,0.48731181025505066
Bharat mein Jo mare Hain unka bhi video bnao na,youtube,sw,NEGATIVE,0.30536627769470215
"bhai atank bad kabhi chun chun ke nhi marte. ye sajish hai pura desh bol raha hai
jake unko pucho jiniki ghar par maut hui hai.
kab tak sachi chhupaoge tum log.. chhi chhi chi shame on you bhai. agar tumhari koi bhai ya baap marte tabhi tum aisi hi bolte..... kya pata tum tabhi bhi wohi bolte....",youtube,sw,NEGATIVE,0.7343664169311523
Full fake 🤥 😂,youtube,no,NEGATIVE,0.882131814956665
Khud k logon k jan ly k hum Py ilzam lgany walo darindo ........khud ko jo maar parrr rhi wo bhi btao na kitny drones hum ny destroy Kiya,youtube,sw,NEGATIVE,0.6925265789031982
Pakistan 🇵🇰 zindabad,youtube,id,NEGATIVE,0.2845359146595001
gao mooter pee kr khud hi operation ka naam rakh lete,youtube,et,NEGATIVE,0.3136611878871918
AJ ki Upload kren Ghaand Phat Gai ab,youtube,id,POSITIVE,0.2988506257534027
Tum airf bohkna janty ho reality is altogether different. Feel the fear in you underwear.,youtube,en,NEGATIVE,0.3813556134700775
Maa tujhe Salaam jai jai modi,youtube,fi,NEGATIVE,0.2556133270263672
Han ab Islamabad mai b ap ka kabza ha hahaha kia ho ap log....😂,youtube,so,NEGATIVE,0.4393291473388672
Tum jo mrzi kehty rhaho hamy farq ni prta,youtube,sk,NEGATIVE,0.3293093740940094
Buzdilo bacho ko Mar kar appka badla pora hogaya?,youtube,so,NEGATIVE,0.5070382356643677
😂😂😂😂😂😂😂😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
Wasy tm ny hi khaha tha nah pasy sy jung ha tu tm achy sy janty ho k kon won hoa kon fail ...tu ab samjh agai ...k jung kasy hoti ha???,youtube,so,NEGATIVE,0.6377589702606201
Nice movie😂,youtube,sk,POSITIVE,0.4382759928703308
🫡🫡🇮🇳🇮🇳,youtube,unknown,POSITIVE,0.3085777759552002
"Aby tu jaaa ray, kuch bheee 😂😂😂",youtube,so,NEGATIVE,0.33967188000679016
Lol ka bacha😂😂😂😂😂,youtube,sw,POSITIVE,0.24277397990226746
🇮🇳🪷,youtube,unknown,POSITIVE,0.3085777759552002
😂jhot fut jhot dramatic indian news 😂,youtube,en,POSITIVE,0.23053446412086487
In ko dusra mauka nahi milna chahiye,youtube,sw,NEGATIVE,0.290692538022995
Khor mo waghye Gay Hind 😂,youtube,so,NEGATIVE,0.28134089708328247
Operation Gobar Hahaha,youtube,id,POSITIVE,0.2771841287612915
Jhooti khabren sunaa rhy ho 😂,youtube,so,POSITIVE,0.2895716726779938
Pakistan ne jo aircraft tabah kye hain un pe bh video bana do himmat nh ho rahi modi k chato kaar,youtube,id,NEGATIVE,0.7245464324951172
Jay shree Ram modi ji ka power hai,youtube,so,POSITIVE,0.5409659147262573
"Kash toh apni news ka andar poonch ur Rajouri ki condition ko b m ntion krta,tum jasa reporter bss views ka chakar main jhoothi khabra pahalata ho",youtube,id,NEGATIVE,0.3453181982040405
😂 Dr Raha ha Pakistan,youtube,id,NEGATIVE,0.3635213375091553
Tu sindoor ko chhod rakhi bandhne,youtube,id,NEGATIVE,0.28940549492836
Beta abhi tu paaarti Shuru howi hai sabar karain jawb Bhar poor diya Jai ga 😂chai bhi pilain gey,youtube,id,NEGATIVE,0.4076961278915405
Aby oh pagal i😅,youtube,tl,POSITIVE,0.3222971558570862
Khali batein kar saty ho bachy aao na fir khul ky khushboo laga ky istkbak karein gy bachooo😅😅,youtube,so,NEGATIVE,0.3051519989967346
Tm log kya ankho k andhe ho social media nh dekhte news nh dekhte apne rafail ko dekhlo zara dar Gye to no man dron bhej k hero q ban rh ho,youtube,en,NEGATIVE,0.5530389547348022
Pakistan zindabad,youtube,tr,NEGATIVE,0.3425213098526001
Pakistan zindabad,youtube,tr,NEGATIVE,0.3425213098526001
Pakistan zindabad,youtube,id,NEGATIVE,0.3425213098526001
Pakistan zindabad,youtube,id,NEGATIVE,0.3425213098526001
Bakwas band kar,youtube,sw,NEUTRAL,0.2659262418746948
Yar tum log bohat chortay hooo ....jazbat say bahir nikl kar thora haqiqat or haq ki tarf bhi ao.. zara,youtube,so,NEGATIVE,0.5081582069396973
Sub juth sub bakwas kr rhay hoo,youtube,so,NEUTRAL,0.28560179471969604
Hii,youtube,et,POSITIVE,0.2661620080471039
Ja oye shubhankuuu tu to chaval he,youtube,so,NEGATIVE,0.22210954129695892
Lol 😂 fake sala,youtube,hu,NEGATIVE,0.5828983783721924
https://www.youtube.com/watch?v=dcSyYm-umn0&lc=UgwOhxiYDNR4ZeEpi2R4AaABAg,youtube,unknown,NEGATIVE,0.24696137011051178
come to pakistan drink tea,youtube,en,POSITIVE,0.36451485753059387
Wow! Amazing https://youtu.be/M1P_FZ1xcUc,youtube,pl,POSITIVE,0.9218642711639404
Allah ki ksm ancher jhoot bol Raha hA . Pakistan me  sab tiktok par memes bna rhy hain,youtube,id,NEGATIVE,0.5768371224403381
Fack news hai 😢😢😢,youtube,en,NEGATIVE,0.3532508909702301
Shame on u. Kitna jhoot bolo gay. Tum logoun n apni awam ko andha kia hau hai jhoot bole bole k.,youtube,so,NEGATIVE,0.7552053928375244
"S
A
M
B
H
U.",youtube,en,NEUTRAL,0.23876279592514038
Kafi anchors sune per sb se ziada jhota ye wala ha,youtube,id,NEGATIVE,0.39200541377067566
tum vi godi media jaise mt karo yr,youtube,lt,NEUTRAL,0.303272545337677
Ponkaaa😂😂😂,youtube,fi,POSITIVE,0.3085777759552002
Hahahaha @shubhankar Mishra Pani p le jhot bol bol kr thak gya ha tu,youtube,so,NEGATIVE,0.3514591157436371
Your father is coming Imran,youtube,en,POSITIVE,0.33549055457115173
Lanat 😂,youtube,tl,POSITIVE,0.29895445704460144
Lol,youtube,it,NEUTRAL,0.25069496035575867
Allah sub dekh raha,youtube,id,POSITIVE,0.2985008955001831
Beta yad ab tum log rakho ge,youtube,id,NEGATIVE,0.3184646666049957
Hahahahaha  khab dekhtey raho,youtube,so,NEGATIVE,0.3711566627025604
Lantai jwab b mila gu,youtube,id,NEUTRAL,0.25671231746673584
"STUTY.
PRIYA",youtube,de,POSITIVE,0.4101675748825073
yeh badla ap in masum civilians se le raha han jin ne kuch kiya nahi lanat ho tum par,youtube,id,NEGATIVE,0.28750869631767273
Aache chijo par discuss karega to nischit he view or subscribe badega but khali tum cricket cricket karne se nhi hoga.,youtube,en,NEGATIVE,0.3111265003681183
O bhai apka modi sahb har gaya hain,youtube,id,POSITIVE,0.2867456376552582
In this video only bakwas,youtube,en,NEGATIVE,0.3668721616268158
Beta roko zra s sab kro,youtube,hr,NEUTRAL,0.2693949043750763
CANCER.,youtube,en,NEGATIVE,0.2781526446342468
Bus kar dei bagirat,youtube,id,POSITIVE,0.30155491828918457
😂,youtube,unknown,POSITIVE,0.3085777759552002
، Pakistan zindabad,youtube,id,NEGATIVE,0.23774772882461548
Only in ur dreams,youtube,en,NEGATIVE,0.2935957908630371
Unsubscribed,youtube,en,NEGATIVE,0.5461009740829468
Etna laba kyu ghich rehe ho sidha sidha video banao,youtube,so,NEGATIVE,0.393247127532959
Lora,youtube,es,NEUTRAL,0.2619473338127136
Hahahahahahahahahahahahaha,youtube,so,NEGATIVE,0.27069878578186035
Lol mara,youtube,es,POSITIVE,0.26974645256996155
Sestem fad dege,youtube,da,NEGATIVE,0.27148932218551636
Istopet news,youtube,en,POSITIVE,0.2491549849510193
Hahahahahahahahah,youtube,so,NEGATIVE,0.27498677372932434
Apne abbu  ko pahalgaon attack se rok lete to ye nahi jhlna padta.,youtube,sl,NEGATIVE,0.3869885206222534
khud ko abu kahty ho to raat ke waqat attack kyun kiya buzzdil apne security ke masle solve karo khud ke soldiers se kuch hota nahi ha,youtube,et,NEGATIVE,0.48822250962257385
Ak Christian tha,youtube,en,POSITIVE,0.3995826840400696
Hahhahahahahaha,youtube,so,NEGATIVE,0.2950218915939331
Ap ny bht bkwas ki h jhoti,youtube,sw,NEUTRAL,0.25445660948753357
Sharm kro,youtube,sq,NEUTRAL,0.22301720082759857
logo ko bharkana band kro bs hindu log mare nhi gye h muslim bhi the,youtube,so,NEGATIVE,0.3803148567676544
Mujad h hmry,youtube,cy,NEUTRAL,0.2591738700866699
Aby aj ka bata kia jawab dia tujhy,youtube,id,NEGATIVE,0.3098643124103546
Sab joot ha,youtube,et,NEUTRAL,0.27984103560447693
bhai bhat jao thk jao gy,youtube,sw,NEGATIVE,0.25593140721321106
Acting achha karte h,youtube,en,NEUTRAL,0.24281293153762817
Ooo chal oye,youtube,so,NEUTRAL,0.2384766787290573
chup kar,youtube,sw,NEUTRAL,0.26383042335510254
G,youtube,de,POSITIVE,0.3076806962490082
Sohagrat,youtube,tl,NEGATIVE,0.558398962020874
Bus kar do,youtube,id,NEUTRAL,0.27906107902526855
Bas kar yaar,youtube,so,NEGATIVE,0.2615163326263428
Hhhhh chal lore,youtube,en,NEUTRAL,0.2461654543876648
Jhoote,youtube,af,POSITIVE,0.3267345130443573
Jokes,youtube,fi,NEGATIVE,0.5387610197067261
https://youtube.com/shorts/ugK31ku0xRQ?si=eCTEMOPRoj19es-V,youtube,unknown,NEGATIVE,0.24580837786197662
Couting batao kitne hindu kitne kitne alag religion,youtube,tl,NEUTRAL,0.3008807599544525
liar,youtube,ro,NEGATIVE,0.5431671142578125
https://youtu.be/4z1-zdZCr04?si=-Iq7ShUUvQOwfz7c,youtube,unknown,NEUTRAL,0.2295752316713333
https://youtube.com/shorts/Ia3aeZhmyNY?si=-yewJIK1x1JXW_Ne,youtube,unknown,NEGATIVE,0.28237855434417725
Promotional lair,youtube,fr,POSITIVE,0.2655825614929199
まst,youtube,et,NEGATIVE,0.3026603162288666
Sab jhoothi khabar he,youtube,so,NEUTRAL,0.25007495284080505
Tum log sirf bakwas kar saktay ho,youtube,tl,NEUTRAL,0.2837240397930145
Pakistan zindabzd,youtube,tr,NEGATIVE,0.3938249349594116
😂😂 wake up to reality lol,youtube,en,POSITIVE,0.34947994351387024
Visuals of,twitter,en,POSITIVE,0.3540574312210083
"| Shiv Sena (UBT) Rajya Sabha MP Priyanka Chaturvedi mocked Bilawal Bhutto Zardari, imitating his tone while responding to his recent comments on India’s",twitter,en,POSITIVE,0.2546020448207855
"India’s global message is loud & clear:

We are united in countering terror, 
Ignore the background noise.",twitter,en,POSITIVE,0.4877568483352661
| An all-party Indian Parliamentary Delegation led by Dr.,twitter,en,POSITIVE,0.32252925634384155
Visual Evidence:,twitter,es,POSITIVE,0.27373039722442627
"Classic example of how Judiciary works in India. 

- 19 yr old Sharmistha Panoli will remain in jail till 13th June

- Meanwhile 19 yr old 'Muslim student' was granted bail by Bombay court despite criticising",twitter,en,POSITIVE,0.36316126585006714
The joke is on we tax payers for this cringe fest in the name of diplomatic outreach of,twitter,en,NEGATIVE,0.522233784198761
"Will Anushka Sharma and Virat Kohli's Vrindavan trip make RCB the winner today?

Preity Zinta gave 1 crore to the martyrs of Indian Army after",twitter,en,NEGATIVE,0.44292140007019043
गज़ब का भोंडापन है! 26 परिवारों के आंसुओं का थोड़ा तो लिहाज़ किया होता....!!,twitter,hi,NEGATIVE,0.305035799741745
"It was a pleasure to engage with Portuguese MPs, esteemed Portuguese citizens including my old friend Mr. Duarte Pacheco, and the vibrant Indian diaspora at a dinner hosted by the Indian Embassy in Lisbon. Briefed them on",twitter,en,POSITIVE,0.5474428534507751
",",twitter,unknown,POSITIVE,0.25913411378860474
"राष्ट्रपिता BJP के लोग बन न सके,
अब 'राष्ट्र के पति' बन जाना चाहते हैं",twitter,hi,POSITIVE,0.36493203043937683
गज़ब का भोंडापन है! 26 परिवारों के आंसुओं का थोड़ा तो लिहाज़ किया होता....!!,twitter,hi,NEGATIVE,0.305035799741745
",",twitter,unknown,POSITIVE,0.25913411378860474
VIDEO | On Pakistan sending delegation led by Bilawal Bhutto to US after India's ',twitter,en,NEGATIVE,0.3044590651988983
",",twitter,unknown,POSITIVE,0.25913411378860474
"राष्ट्रपिता BJP के लोग बन न सके,
अब 'राष्ट्र के पति' बन जाना चाहते हैं",twitter,hi,POSITIVE,0.36493203043937683
| What the CDS said vs what made it to your TV screen/newspaper.,twitter,en,POSITIVE,0.5449538826942444
"Hey Indians, not fair yaar! You're busy celebrating, while the loud noises and firecrackers kept your neighbors awake, wondering if",twitter,en,NEGATIVE,0.409527450799942
"राष्ट्रपिता BJP के लोग बन न सके,
अब 'राष्ट्र के पति' बन जाना चाहते हैं",twitter,hi,POSITIVE,0.36493203043937683
"So he apologized ,mind your words before speaking shit about our Bihar. He doesn't know",twitter,en,NEGATIVE,0.5052250623703003
राहुल गांधी के इशारे पर गाली वाली मैडम ने कांग्रेस के ऑफिशियल हैंडल को पाकिस्तान का मैसेज सेंटर बना रखा है !,twitter,hi,POSITIVE,0.34699440002441406
Mocking,twitter,sv,POSITIVE,0.3596384823322296
"""Brilliantly Chosen Name"" Congress MP Shashi Tharoor praises the name '",twitter,en,POSITIVE,0.5718905925750732
"6 Pakistan fighter jets, one C-130 aircraft, multiple cruise missiles, UAVs destroyed during IAF retaliation in Op",twitter,en,NEGATIVE,0.5894432663917542
Mocking,twitter,sv,POSITIVE,0.3596384823322296
"""Brilliantly Chosen Name"" Congress MP Shashi Tharoor praises the name '",twitter,en,POSITIVE,0.5718905925750732
